,,Origin,Origin,Origin,Origin,Dest,Dest,Dest,Dest
,,ANC,LAX,PDX,SEA,ANC,LAX,PDX,SEA
Origin,ANC,,,,,,212.3775552,211.7147615,256.8348589
Origin,LAX,,,,,219.5318673,,271.3281111,303.4381887
Origin,PDX,,,,,207.8726966,271.7406096,,316.1109738
Origin,SEA,,,,,254.2193964,305.1876897,397.8854639,
Dest,ANC,,219.5318673,207.8726966,254.2193964,,,,
Dest,LAX,212.3775552,,271.7406096,305.1876897,,,,
Dest,PDX,211.7147615,271.3281111,,397.8854639,,,,
Dest,SEA,256.8348589,303.4381887,316.1109738,,,,,
